PROJECTNAME,TRIP_CODE,STATION,STATIONCODE,LONGITUDE,LATITUDE,SAMPLEDATELOCAL,BIOMASS_MGM3,SECCHI_M,SAMPLETYPE
NRS,YON20120112,Yongala,YON,147.61842,-19.30847,2012-01-12 11:30:00,17.31435,9.5,PZ
NRS,YON20120208,Yongala,YON,147.61842,-19.30847,2012-02-08 10:49:00,39.13071,11,PZ
NRS,YON20151111,Yongala,YON,147.61842,-19.30847,2015-11-11 10:45:00,11.49303,15,PZ
NRS,YON20170220,Yongala,YON,147.61842,-19.30847,2017-02-20 10:29:00,7.20864,11.5,PZ
NRS,YON20201120,Yongala,YON,147.61842,-19.30847,2020-11-20 11:30:00,8.00976,12,PZ
NRS,YON20141014,Yongala,YON,147.61842,-19.30847,2014-10-14 12:02:00,10.62255,9,PZ
NRS,YON20170120,Yongala,YON,147.61842,-19.30847,2017-01-20 10:00:00,21.88436,18,PZ
NRS,YON20140317,Yongala,YON,147.61842,-19.30847,2014-03-17 14:07:00,25.80152,16,PZ
NRS,YON20140220,Yongala,YON,147.61842,-19.30847,2014-02-20 10:48:00,12.49952,10,PZ
NRS,YON20210406,Yongala,YON,147.61842,-19.30847,2021-04-07 09:30:00,,13,PZ
NRS,YON20190528,Yongala,YON,147.61842,-19.30847,2019-05-28 10:25:00,23.97623,11,PZ
NRS,YON20130912,Yongala,YON,147.61842,-19.30847,2013-09-12 11:26:00,50.33812,11,PZ
NRS,YON20100817,Yongala,YON,147.61842,-19.30847,2010-08-17 10:15:00,7.41266,17,PZ
NRS,YON20110616,Yongala,YON,147.61842,-19.30847,2011-06-16 11:25:00,16.96072,18,PZ
NRS,YON20170724,Yongala,YON,147.61842,-19.30847,2017-07-24 10:45:00,4.99328,14,PZ
NRS,YON20200904,Yongala,YON,147.61842,-19.30847,2020-09-04 11:11:00,12.90756,16,PZ
NWS,NWS_2.1,North West Shelf,NWS,120.6191,-18.1717,2015-01-19 23:55:00,,,P
NWS,NWS_4.1,North West Shelf,NWS,120.6191,-18.1717,2015-01-21 00:15:00,,,P
NWS,NWS_5.2,North West Shelf,NWS,120.6191,-18.1717,2015-01-22 01:16:01,,,P
IIOE,IIOE20190602,International Indian Ocean Expedition,IIOE,110,-15.498,2019-06-02 16:25:00,,,PZ
IIOE,IIOE20190527,International Indian Ocean Expedition,IIOE,110,-24.505,2019-05-27 17:26:00,,,PZ
IIOE,IIOE20190608,International Indian Ocean Expedition,IIOE,111.384,-18.372,2019-06-08 15:45:00,,,PZ
NRS Ichthyoplankton,NSF20151216,North Stradbroke Ichthyo 30m,NSF,153.5802,-27.3889,2015-12-16 10:30:00,,,F
NRS Ichthyoplankton,NSF20160120,North Stradbroke Ichthyo 30m,NSF,153.5802,-27.3889,2016-01-20 10:30:00,,,F
NRS Ichthyoplankton,NSF20160318,North Stradbroke Ichthyo 30m,NSF,153.5802,-27.3889,2016-03-18 10:30:00,,,F
NRS Ichthyoplankton,NSF20160822,North Stradbroke Ichthyo 30m,NSF,153.5802,-27.3889,2016-08-22 10:50:00,,,F
NRS Ichthyoplankton,NSF20170516,North Stradbroke Ichthyo 30m,NSF,153.5802,-27.3889,2017-05-16 10:20:00,,,F
NRS Ichthyoplankton,NSF20170927,North Stradbroke Ichthyo 30m,NSF,153.5802,-27.3889,2017-09-27 10:40:00,,,F
NRS Ichthyoplankton,NSF20171219,North Stradbroke Ichthyo 30m,NSF,153.5802,-27.3889,2017-12-19 10:45:00,,,F
NRS Ichthyoplankton,NSF20200122,North Stradbroke Ichthyo 30m,NSF,153.5802,-27.3889,2020-01-22 10:35:00,,,F
NRS Ichthyoplankton,PHA20160201,Port Hacking A,PHA,151.21667,-34.08333,2016-02-02 10:52:00,,,F
NRS Ichthyoplankton,PHA20160229,Port Hacking A,PHA,151.21667,-34.08333,2016-03-01 09:00:00,,,F
NRS Ichthyoplankton,PHA20160615,Port Hacking A,PHA,151.21667,-34.08333,2016-06-15 11:06:00,,,F
NRS Ichthyoplankton,PHA20160926,Port Hacking A,PHA,151.21667,-34.08333,2016-09-27 09:54:00,,,F
NRS Ichthyoplankton,PHA20170921,Port Hacking A,PHA,151.21667,-34.08333,2017-09-22 08:48:00,,,F
NRS Ichthyoplankton,PHA20180626,Port Hacking A,PHA,151.21667,-34.08333,2018-06-27 09:41:00,,,F
NRS Ichthyoplankton,PHA20180724,Port Hacking A,PHA,151.21667,-34.08333,2018-07-25 09:33:00,,,F
NRS Ichthyoplankton,PHA20191118,Port Hacking A,PHA,151.21667,-34.08333,2019-11-19 09:15:00,,,F
NRS Ichthyoplankton,ROF20190621,Rottnest Island Ichthyo 34m,ROF,115.48333,-31.96666,2019-06-21 09:15:00,,,F
NRS Ichthyoplankton,ROF20191011,Rottnest Island Ichthyo 34m,ROF,115.48333,-31.96666,2019-10-11 10:07:00,,,F
NRS,DAR20190529,Darwin,DAR,130.76805,-12.4,2019-05-30 08:39:00,93.93976,4,PZ
NRS,DAR20121208_2330,Darwin,DAR,130.76805,-12.4,2012-12-09 09:00:00,58.09384,4.5,PZ
NRS,DAR20170715_0630,Darwin,DAR,130.76805,-12.4,2017-07-15 16:00:00,137.47436,2,PZ
NRS,DAR20180731_0630,Darwin,DAR,130.76805,-12.4,2018-07-31 16:00:00,25.93889,1.5,PZ
NRS,DAR20200204_0030,Darwin,DAR,130.76805,-12.4,2020-02-04 10:00:00,74.89921,4,PZ
NRS,DAR20200922_0330,Darwin,DAR,130.76805,-12.4,2020-09-22 13:00:00,591.36077,0.7,PZ
NRS,DAR20190214_0630,Darwin,DAR,130.76805,-12.4,2019-02-14 16:00:00,8.17513,1.2,PZ
NRS,DAR20140117_1950,Darwin,DAR,130.76805,-12.4,2014-01-18 05:20:00,1.44399,,Z
NRS,DAR20160724_0430,Darwin,DAR,130.76805,-12.4,2016-07-24 14:00:00,27.8485,2,PZ
NRS,DAR20180209_0030,Darwin,DAR,130.76805,-12.4,2018-02-09 10:00:00,42.65144,2.7,PZ
NRS,DAR20190723_0030,Darwin,DAR,130.76805,-12.4,2019-07-23 10:00:00,74.98762,1.75,PZ
NRS,DAR20190723_0330,Darwin,DAR,130.76805,-12.4,2019-07-23 13:00:00,44.43279,3.2,PZ
NRS,DAR20161107,Darwin,DAR,130.76805,-12.4,2016-11-08 08:11:00,22.03568,2.5,PZ
NRS,DAR20210428_0330,Darwin,DAR,130.76805,-12.4,2021-04-28 12:57:00,,1.5,PZ
NRS,DAR20130617_0800,Darwin,DAR,130.76805,-12.4,2013-06-17 17:30:00,11.8236,3.5,PZ
NRS,DAR20111005,Darwin,DAR,130.76805,-12.4,2011-10-05 09:31:00,1.37523,2.1,PZ
NRS,DAR20201123,Darwin,DAR,130.76805,-12.4,2020-11-24 07:23:00,28.39158,3,PZ
NRS,DAR20140118_0330,Darwin,DAR,130.76805,-12.4,2014-01-18 13:00:00,112.3717,0.5,Z
NRS,DAR20160202_0030,Darwin,DAR,130.76805,-12.4,2016-02-02 10:00:00,9.07654,2,PZ
NRS,DAR20151117,Darwin,DAR,130.76805,-12.4,2015-11-18 08:16:00,12.2731,2.5,PZ
NRS,ESP20111130,Esperance,ESP,121.85,-33.93333,2011-11-30 14:38:00,11.21405,14,PZ
NRS,ESP20120910,Esperance,ESP,121.85,-33.93333,2012-09-10 12:51:00,6.56183,13,PZ
NRS,ESP20130314,Esperance,ESP,121.85,-33.93333,2013-03-14 09:24:00,14.29458,21,PZ
NRS,ESP20110120,Esperance,ESP,121.85,-33.93333,2011-01-20 08:50:00,3.66205,15,PZ
NRS,ESP20120309,Esperance,ESP,121.85,-33.93333,2012-03-09 09:34:00,23.78763,14.5,Z
NRS,KAI20141201,Kangaroo Island,KAI,136.44733,-35.83217,2014-12-02 06:05:00,45.93323,,FPZ
NRS,KAI20130423,Kangaroo Island,KAI,136.44733,-35.83217,2013-04-23 13:16:00,1.79998,,Z
NRS,KAI20160915,Kangaroo Island,KAI,136.44733,-35.83217,2016-09-15 11:18:00,17.11931,,FPZ
NRS,KAI20110718,Kangaroo Island,KAI,136.44733,-35.83217,2011-07-19 09:00:00,0.0106,13.5,Z
NRS,KAI20171129,Kangaroo Island,KAI,136.44733,-35.83217,2017-11-29 14:50:00,7.44041,,FPZ
NRS,KAI20190909,Kangaroo Island,KAI,136.44733,-35.83217,2019-09-10 07:50:00,1.20234,,FPZ
NRS,KAI20090205,Kangaroo Island,KAI,136.44733,-35.83217,2009-02-05 14:05:00,,17.8,P
NRS,KAI20170315,Kangaroo Island,KAI,136.44733,-35.83217,2017-03-15 12:27:00,33.89914,0,FPZ
NRS,MAI20120621,Maria Island,MAI,148.23333,-42.59667,2012-06-21 11:00:00,1.32611,16,Z
NRS,MAI20120724,Maria Island,MAI,148.23333,-42.59667,2012-07-24 10:50:00,1.76815,19,PZ
NRS,MAI20121002,Maria Island,MAI,148.23333,-42.59667,2012-10-02 10:15:00,11.35158,15,PZ
NRS,MAI20170323,Maria Island,MAI,148.23333,-42.59667,2017-03-24 09:30:00,8.88323,19,FPZ
NRS,MAI20180418,Maria Island,MAI,148.23333,-42.59667,2018-04-19 09:30:00,21.11889,20,FPZ
NRS,MAI20200628,Maria Island,MAI,148.23333,-42.59667,2020-06-29 09:45:00,1.33908,18,PZ
NRS,MAI20201020,Maria Island,MAI,148.23333,-42.59667,2020-10-21 10:10:00,22.48626,10,PZ
NRS,MAI20210428,Maria Island,MAI,148.23333,-42.59667,2021-04-28 10:18:00,,21,PZ
NRS,MAI20140821,Maria Island,MAI,148.23333,-42.59667,2014-08-21 11:50:00,1.15048,20,PZ
NRS,MAI20200106,Maria Island,MAI,148.23333,-42.59667,2020-01-07 09:45:00,64.62503,14,PZ
NRS,MAI20180627,Maria Island,MAI,148.23333,-42.59667,2018-06-28 09:00:00,7.0632,24,PZ
NRS,MAI20160630,Maria Island,MAI,148.23333,-42.59667,2016-07-01 09:30:00,0.40078,14,FPZ
NRS,MAI20100527,Maria Island,MAI,148.23333,-42.59667,2010-05-27 11:30:00,4.16401,26,PZ
NRS,MAI20160209,Maria Island,MAI,148.23333,-42.59667,2016-02-10 10:45:00,4.24358,18,FPZ
NRS,MAI20150526,Maria Island,MAI,148.23333,-42.59667,2015-05-26 10:35:00,0.70726,23,FPZ
NRS,MAI20130528,Maria Island,MAI,148.23333,-42.59667,2013-05-28 10:56:00,,19,P
NRS,MAI20151001,Maria Island,MAI,148.23333,-42.59667,2015-10-01 11:05:00,26.87601,11,PZ
NRS,MAI20200928,Maria Island,MAI,148.23333,-42.59667,2020-09-29 09:00:00,4.99328,16,PZ
NRS,MAI20170223,Maria Island,MAI,148.23333,-42.59667,2017-02-24 08:50:00,17.28552,13,FPZ
NRS,MAI20110328,Maria Island,MAI,148.23333,-42.59667,2011-03-29 10:30:00,8.9292,12,PZ
NRS,NSI20100322,North Stradbroke,NSI,153.562,-27.345,2010-03-23 09:15:00,41.88929,18,PZ
NRS,NSI20150817,North Stradbroke,NSI,153.562,-27.345,2015-08-17 10:30:00,15.57908,21,FPZ
NRS,NSI20160822,North Stradbroke,NSI,153.562,-27.345,2016-08-22 10:50:00,17.55942,19,FPZ
NRS,NSI20170516,North Stradbroke,NSI,153.562,-27.345,2017-05-16 10:20:00,10.49964,21.5,FPZ
NRS,NSI20170829,North Stradbroke,NSI,153.562,-27.345,2017-08-29 11:50:00,10.22317,18,FPZ
NRS,NSI20180530,North Stradbroke,NSI,153.562,-27.345,2018-05-30 10:20:00,9.65736,24.5,FPZ
NRS,NSI20190416,North Stradbroke,NSI,153.562,-27.345,2019-04-16 10:10:00,11.59912,20.5,FPZ
NRS,NSI20100618,North Stradbroke,NSI,153.562,-27.345,2010-06-18 12:30:00,21.73871,12.5,PZ
NRS,NSI20130123,North Stradbroke,NSI,153.562,-27.345,2013-01-23 10:15:00,11.32264,22,PZ
NRS,NSI20101018,North Stradbroke,NSI,153.562,-27.345,2010-10-18 10:00:00,25.14643,19,PZ
NRS,NSI20150119,North Stradbroke,NSI,153.562,-27.345,2015-01-19 10:35:00,12.58286,27,FPZ
NRS,NSI20130913,North Stradbroke,NSI,153.562,-27.345,2013-09-13 10:25:00,10.28201,19,PZ
NRS,NSI20171219,North Stradbroke,NSI,153.562,-27.345,2017-12-19 10:45:00,8.28141,26,FPZ
NRS,PH420020318,Port Hacking 4,PH4,151.21815,-34.11758,2002-03-18 00:00:00,,,Z
NRS,PH420020426,Port Hacking 4,PH4,151.21815,-34.11758,2002-04-26 00:00:00,,,Z
NRS,PH420021120,Port Hacking 4,PH4,151.21815,-34.11758,2002-11-20 00:00:00,,,Z
NRS,PH420030911,Port Hacking 4,PH4,151.21815,-34.11758,2003-09-11 00:00:00,,,Z
NRS,PH420031210,Port Hacking 4,PH4,151.21815,-34.11758,2003-12-10 00:00:00,,,Z
NRS,PH420040326,Port Hacking 4,PH4,151.21815,-34.11758,2004-03-26 00:00:00,,,Z
NRS,PH420040914,Port Hacking 4,PH4,151.21815,-34.11758,2004-09-14 00:00:00,,,Z
NRS,PH420050817,Port Hacking 4,PH4,151.21815,-34.11758,2005-08-17 00:00:00,,,Z
NRS,PH420050909,Port Hacking 4,PH4,151.21815,-34.11758,2005-09-09 00:00:00,,,Z
NRS,PH420061213,Port Hacking 4,PH4,151.21815,-34.11758,2006-12-13 00:00:00,,,Z
NRS,PHB20091018,Port Hacking,PHB,151.22667,-34.11923,2009-10-19 09:55:00,19.84935,15,PZZ
NRS,PHB20091110,Port Hacking,PHB,151.22667,-34.11923,2009-11-11 09:45:00,37.99773,22,PZ
NRS,PHB20101019,Port Hacking,PHB,151.22667,-34.11923,2010-10-20 10:40:00,,19.5,P
NRS,PHB20110619,Port Hacking,PHB,151.22667,-34.11923,2011-06-20 09:34:00,1.35087,14,PZ
NRS,PHB20111117,Port Hacking,PHB,151.22667,-34.11923,2011-11-18 09:36:00,4.8589,15,PZ
NRS,PHB20111206,Port Hacking,PHB,151.22667,-34.11923,2011-12-07 09:30:00,32.37033,15,PZ
NRS,PHB20120212,Port Hacking,PHB,151.22667,-34.11923,2012-02-13 10:00:00,12.56453,13.5,PZ
NRS,PHB20190121,Port Hacking,PHB,151.22667,-34.11923,2019-01-22 09:43:00,9.94412,15,FPZ
NRS,PHB20200609,Port Hacking,PHB,151.22667,-34.11923,2020-06-10 09:32:00,4.45222,12,PZ
NRS,PHB20201013,Port Hacking,PHB,151.22667,-34.11923,2020-10-14 09:48:00,,15,P
NRS,PHB20090518,Port Hacking,PHB,151.22667,-34.11923,2009-05-19 09:25:00,44.25701,11.5,PZ
NRS,PHB20170419,Port Hacking,PHB,151.22667,-34.11923,2017-04-19 10:00:00,9.12723,17,Z
NRS,PHB20141208,Port Hacking,PHB,151.22667,-34.11923,2014-12-09 09:51:00,2.95599,16,PZ
NRS,PHB20160829,Port Hacking,PHB,151.22667,-34.11923,2016-08-30 09:20:00,9.39953,15,FPZ
NRS,PHB20160719,Port Hacking,PHB,151.22667,-34.11923,2016-07-19 10:19:00,6.17087,11,FPZ
NRS,ROT20160413,Rottnest Island,ROT,115.41667,-32,2016-04-13 09:30:00,28.77776,16,FPZ
NRS,ROT20210407,Rottnest Island,ROT,115.41667,-32,2021-04-07 09:24:00,,13.5,PZ
NRS,ROT20170626,Rottnest Island,ROT,115.41667,-32,2017-06-26 09:46:00,13.58731,16,FPZ
NRS,ROT20110324,Rottnest Island,ROT,115.41667,-32,2011-03-24 09:35:00,4.62864,13.5,PZ
NRS,ROT20120130,Rottnest Island,ROT,115.41667,-32,2012-01-30 11:09:00,13.79949,15,PZ
NRS,ROT20120329,Rottnest Island,ROT,115.41667,-32,2012-03-29 10:03:00,18.98609,16.5,PZ
NRS,ROT20120504,Rottnest Island,ROT,115.41667,-32,2012-05-04 13:00:00,13.42229,12.5,PZ
NRS,ROT20120928,Rottnest Island,ROT,115.41667,-32,2012-09-28 11:41:00,14.89182,15,PZ
NRS,ROT20121126,Rottnest Island,ROT,115.41667,-32,2012-11-26 11:02:00,11.11189,22,PZ
NRS,ROT20130221,Rottnest Island,ROT,115.41667,-32,2013-02-21 12:55:00,16.02344,22,PZ
NRS,ROT20190819,Rottnest Island,ROT,115.41667,-32,2019-08-19 08:31:00,13.23044,23,FPZ
NRS,ROT20140624,Rottnest Island,ROT,115.41667,-32,2014-06-24 13:16:00,16.49495,13,PZ
NRS,ROT20170914,Rottnest Island,ROT,115.41667,-32,2017-09-14 09:45:00,4.74652,12,FPZ
NRS,ROT20161024,Rottnest Island,ROT,115.41667,-32,2016-10-24 09:35:00,7.74846,17.5,FPZ
NRS,ROT20180221,Rottnest Island,ROT,115.41667,-32,2018-02-21 10:05:00,19.60691,17.5,FPZ
NRS,ROT20170303,Rottnest Island,ROT,115.41667,-32,2017-03-03 10:30:00,14.10283,15.5,FPZ
NRS,ROT20190711,Rottnest Island,ROT,115.41667,-32,2019-07-11 09:26:00,13.73013,13,FPZ
NRS,ROT20210224,Rottnest Island,ROT,115.41667,-32,2021-02-24 08:33:00,,17,PZ
NRS,ROT20161004,Rottnest Island,ROT,115.41667,-32,2016-10-04 10:38:00,19.42617,16,FPZ
NRS,ROT20130712,Rottnest Island,ROT,115.41667,-32,2013-07-12 12:35:00,12.44783,19,PZ
NRS,YON20110720,Yongala,YON,147.61842,-19.30847,2011-07-20 11:37:00,8.37953,18,PZ
NRS,YON20120816,Yongala,YON,147.61842,-19.30847,2012-08-16 00:00:00,4.13477,18,PZ
NRS,YON20120918,Yongala,YON,147.61842,-19.30847,2012-09-18 11:00:00,3.06027,21,PZ
NRS,YON20121219,Yongala,YON,147.61842,-19.30847,2012-12-19 10:20:00,43.52391,18,PZ
NRS,YON20130611,Yongala,YON,147.61842,-19.30847,2013-06-11 13:34:00,37.72979,11,PZ
NRS,YON20161207,Yongala,YON,147.61842,-19.30847,2016-12-07 10:15:00,18.51126,11,PZ
NRS,YON20191009,Yongala,YON,147.61842,-19.30847,2019-10-09 10:00:00,10.29068,14,PZ
NRS,YON20200212,Yongala,YON,147.61842,-19.30847,2020-02-13 09:47:00,33.71743,17,PZ
NRS,YON20210310,Yongala,YON,147.61842,-19.30847,2021-03-10 10:05:00,,13,PZ
NRS,YON20140910,Yongala,YON,147.61842,-19.30847,2014-09-10 10:35:00,6.51498,18,PZ
NRS,YON20160601,Yongala,YON,147.61842,-19.30847,2016-06-01 10:46:00,26.38637,12,PZ
NRS,YON20160624,Yongala,YON,147.61842,-19.30847,2016-06-24 10:00:00,12.20029,19,PZ
NRS,YON20120726,Yongala,YON,147.61842,-19.30847,2012-07-26 11:00:00,19.04171,14,PZ
NRS,YON20171215,Yongala,YON,147.61842,-19.30847,2017-12-15 10:44:00,34.71906,13,PZ
NRS,YON20140527,Yongala,YON,147.61842,-19.30847,2014-05-27 12:12:00,17.02873,16,PZ
NRS,YON20181123,Yongala,YON,147.61842,-19.30847,2018-11-23 10:05:00,18.65761,13,PZ
NRS,YON20150601,Yongala,YON,147.61842,-19.30847,2015-06-01 12:55:00,10.48654,12,PZ
NWS,NWS_2.2,North West Shelf,NWS,120.6191,-18.1717,2015-01-19 23:55:01,,,P
NWS,NWS_4.3,North West Shelf,NWS,120.6191,-18.1717,2015-01-21 00:15:02,,,P
NWS,NWS_10.1,North West Shelf,NWS,120.6191,-18.1717,2015-01-23 00:00:00,,,P
NWS,NWS_12.2,North West Shelf,NWS,120.6191,-18.1717,2015-01-23 07:01:01,,,P
NWS,NWS_16.1,North West Shelf,NWS,120.6191,-18.1717,2015-01-24 04:04:00,,,P
NWS,NWS_17.2,North West Shelf,NWS,120.6191,-18.1717,2015-01-24 10:02:00,,,P
NWS,NWS_19.2,North West Shelf,NWS,120.6191,-18.1717,2015-01-24 22:04:02,,,P
IIOE,IIOE20190601,International Indian Ocean Expedition,IIOE,110,-17,2019-06-01 16:26:00,,,PZ
IIOE,IIOE20190526,International Indian Ocean Expedition,IIOE,110,-26.003,2019-05-26 16:25:00,,,PZ
IIOE,IIOE20190607,International Indian Ocean Expedition,IIOE,111.184,-15.284,2019-06-07 18:14:00,,,PZ
NRS Ichthyoplankton,NSF20160623,North Stradbroke Ichthyo 30m,NSF,153.5802,-27.3889,2016-06-23 10:30:00,,,F
NRS Ichthyoplankton,NSF20160720,North Stradbroke Ichthyo 30m,NSF,153.5802,-27.3889,2016-07-20 10:30:00,,,F
NRS Ichthyoplankton,NSF20190723,North Stradbroke Ichthyo 30m,NSF,153.5802,-27.3889,2019-07-23 10:20:00,,,F
NRS Ichthyoplankton,NSF20190916,North Stradbroke Ichthyo 30m,NSF,153.5802,-27.3889,2019-09-16 10:20:00,,,F
NRS Ichthyoplankton,PHA20140911,Port Hacking A,PHA,151.21667,-34.08333,2014-09-11 10:13:00,,,F
NRS Ichthyoplankton,PHA20160407,Port Hacking A,PHA,151.21667,-34.08333,2016-04-08 09:13:00,,,F
NRS Ichthyoplankton,PHA20161030,Port Hacking A,PHA,151.21667,-34.08333,2016-10-31 09:35:00,,,F
NRS Ichthyoplankton,PHA20170821,Port Hacking A,PHA,151.21667,-34.08333,2017-08-22 09:50:00,,,F
NRS Ichthyoplankton,PHA20190227,Port Hacking A,PHA,151.21667,-34.08333,2019-02-28 10:35:00,,,F
NRS Ichthyoplankton,ROF20190711,Rottnest Island Ichthyo 34m,ROF,115.48333,-31.96666,2019-07-11 09:26:00,,,F
NRS,DAR20180730_2130,Darwin,DAR,130.76805,-12.4,2018-07-31 07:03:00,97.76151,1.3,PZ
NRS,DAR20121208_2000,Darwin,DAR,130.76805,-12.4,2012-12-09 05:30:00,53.57521,,PZ
NRS,DAR20200810,Darwin,DAR,130.76805,-12.4,2020-08-11 08:25:00,28.66627,3.5,PZ
NRS,DAR20190723_0630,Darwin,DAR,130.76805,-12.4,2019-07-23 16:00:00,33.24138,3,PZ
NRS,DAR20120114_2335,Darwin,DAR,130.76805,-12.4,2012-01-15 09:05:00,26.32359,2,PZ
NRS,DAR20210428_0030,Darwin,DAR,130.76805,-12.4,2021-04-28 10:00:00,,1,PZ
NRS,DAR20141130,Darwin,DAR,130.76805,-12.4,2014-12-01 07:18:00,28.52629,2.5,Z
NRS,DAR20150804_0430,Darwin,DAR,130.76805,-12.4,2015-08-04 14:00:00,20.51064,1.5,Z
NRS,ESP20110512,Esperance,ESP,121.85,-33.93333,2011-05-12 10:10:00,14.11383,12,PZ
NRS,ESP20100629,Esperance,ESP,121.85,-33.93333,2010-06-29 10:05:00,7.15122,10.7,PZ
NRS,ESP20091216,Esperance,ESP,121.85,-33.93333,2009-12-16 09:45:00,7.3241,13.2,PZ
NRS,KAI20120215,Kangaroo Island,KAI,136.44733,-35.83217,2012-02-15 11:50:00,1.61256,15.5,PZ
NRS,KAI20161118,Kangaroo Island,KAI,136.44733,-35.83217,2016-11-18 12:45:00,11.22427,0,FPZ
NRS,KAI20181204,Kangaroo Island,KAI,136.44733,-35.83217,2018-12-04 15:39:00,10.77869,,FPZ
NRS,KAI20191127,Kangaroo Island,KAI,136.44733,-35.83217,2019-11-27 14:25:00,9.37477,,FPZ
NRS,KAI20111219,Kangaroo Island,KAI,136.44733,-35.83217,2011-12-20 09:30:00,0.3996,,PZ
NRS,KAI20120116,Kangaroo Island,KAI,136.44733,-35.83217,2012-01-17 07:00:00,3.46735,,PZ
NRS,KAI20170518,Kangaroo Island,KAI,136.44733,-35.83217,2017-05-18 11:15:00,5.59445,,FPZ
NRS,KAI20180515,Kangaroo Island,KAI,136.44733,-35.83217,2018-05-16 08:15:00,4.44161,,FPZ
NRS,KAI20151116,Kangaroo Island,KAI,136.44733,-35.83217,2015-11-17 09:50:00,6.52097,,FPZ
NRS,KAI20190514,Kangaroo Island,KAI,136.44733,-35.83217,2019-05-14 15:35:00,6.5245,,FPZ
NRS,MAI20100722,Maria Island,MAI,148.23333,-42.59667,2010-07-22 11:10:00,0.49066,22,PZ
NRS,MAI20120222,Maria Island,MAI,148.23333,-42.59667,2012-02-22 11:00:00,2.52846,15,PZ
NRS,MAI20130129,Maria Island,MAI,148.23333,-42.59667,2013-01-30 10:33:00,18.95908,10,PZ
NRS,MAI20130424,Maria Island,MAI,148.23333,-42.59667,2013-04-24 10:50:00,8.31689,15,PZ
NRS,MAI20130821,Maria Island,MAI,148.23333,-42.59667,2013-08-21 11:21:00,0.67632,17,PZ
NRS,MAI20170921,Maria Island,MAI,148.23333,-42.59667,2017-09-22 09:15:00,14.25371,17,PZ
NRS,MAI20190430,Maria Island,MAI,148.23333,-42.59667,2019-05-01 09:47:00,24.60334,20,FPZ
NRS,MAI20190925,Maria Island,MAI,148.23333,-42.59667,2019-09-25 10:03:00,9.08597,11,PZ
NRS,MAI20210531,Maria Island,MAI,148.23333,-42.59667,2021-05-31 12:00:00,,17,PZ
