PROJECTNAME,TRIP_CODE,STATION,STATIONCODE,LONGITUDE,LATITUDE,SAMPLEDATELOCAL,BIOMASS_MGM3,SECCHI_M,SAMPLETYPE
NRS,MAI20140807,Maria Island,MAI,148.23333,-42.59667,2014-08-07 12:00:00,0.18565,21,PZ
NRS,MAI20160303,Maria Island,MAI,148.23333,-42.59667,2016-03-04 10:15:00,9.8121,15,FPZ
NRS,MAI20160321,Maria Island,MAI,148.23333,-42.59667,2016-03-22 10:11:00,6.08246,23,FPZ
NRS,MAI20121017,Maria Island,MAI,148.23333,-42.59667,2012-10-18 10:52:00,22.72084,13,PZ
NRS,MAI20160530,Maria Island,MAI,148.23333,-42.59667,2016-05-31 09:45:00,3.78621,20,FPZ
NRS,MAI20150723,Maria Island,MAI,148.23333,-42.59667,2015-07-23 10:45:00,2.01334,19,FPZ
NRS,MAI20171015,Maria Island,MAI,148.23333,-42.59667,2017-10-16 09:50:00,18.24268,12,PZ
NRS,MAI20130924,Maria Island,MAI,148.23333,-42.59667,2013-09-24 11:40:00,0.21723,14,PZ
NRS,MAI20130313,Maria Island,MAI,148.23333,-42.59667,2013-03-14 10:00:00,4.51764,15,PZ
NRS,MAI20160927,Maria Island,MAI,148.23333,-42.59667,2016-09-27 10:10:00,10.4675,12,FPZ
NRS,MAI20140915,Maria Island,MAI,148.23333,-42.59667,2014-09-16 09:20:00,21.9346,17,PZ
NRS,MAI20141029,Maria Island,MAI,148.23333,-42.59667,2014-10-30 09:27:00,11.66984,18,PZ
NRS,NSI20100520,North Stradbroke,NSI,153.562,-27.345,2010-05-21 08:21:00,15.907,16,PZ
NRS,NSI20111116,North Stradbroke,NSI,153.562,-27.345,2011-11-16 10:00:00,17.09006,12,PZ
NRS,NSI20160623,North Stradbroke,NSI,153.562,-27.345,2016-06-23 10:30:00,13.65661,15,FPZ
NRS,NSI20161019,North Stradbroke,NSI,153.562,-27.345,2016-10-20 09:40:00,13.02007,19,FPZ
NRS,NSI20170217,North Stradbroke,NSI,153.562,-27.345,2017-02-17 10:30:00,18.26668,22,FPZ
NRS,NSI20181115,North Stradbroke,NSI,153.562,-27.345,2018-11-15 10:40:00,15.10007,15,FPZ
NRS,NSI20190527,North Stradbroke,NSI,153.562,-27.345,2019-05-27 10:15:00,13.87522,16.5,FPZ
NRS,NSI20191024,North Stradbroke,NSI,153.562,-27.345,2019-10-24 10:20:00,11.15547,21,FPZ
NRS,NSI20130418,North Stradbroke,NSI,153.562,-27.345,2013-04-18 10:05:00,8.72506,34,PZ
NRS,NSI20091115,North Stradbroke,NSI,153.562,-27.345,2009-11-16 08:20:00,31.31891,20,PZ
NRS,NSI20120806,North Stradbroke,NSI,153.562,-27.345,2012-08-06 10:15:00,7.4134,22,PZ
NRS,NSI20100121,North Stradbroke,NSI,153.562,-27.345,2010-01-22 09:50:00,33.64645,29,PZ
NRS,NSI20130326,North Stradbroke,NSI,153.562,-27.345,2013-03-26 11:10:00,8.80864,13,PZ
NRS,NSI20141223,North Stradbroke,NSI,153.562,-27.345,2014-12-23 10:35:00,10.52536,15,FPZ
NRS,NSI20150624,North Stradbroke,NSI,153.562,-27.345,2015-06-24 10:30:00,8.95009,16.5,FPZ
NRS,NSI20170717,North Stradbroke,NSI,153.562,-27.345,2017-07-17 11:05:00,9.73451,26,FPZ
NRS,NSI20141020,North Stradbroke,NSI,153.562,-27.345,2014-10-20 10:45:00,6.68685,22,FPZ
NRS,PH420020729,Port Hacking 4,PH4,151.21815,-34.11758,2002-07-29 00:00:00,,,Z
NRS,PH420030211,Port Hacking 4,PH4,151.21815,-34.11758,2003-02-11 00:00:00,,,Z
NRS,PH420030319,Port Hacking 4,PH4,151.21815,-34.11758,2003-03-19 00:00:00,,,Z
NRS,PH420030423,Port Hacking 4,PH4,151.21815,-34.11758,2003-04-23 00:00:00,,,Z
NRS,PH420040120,Port Hacking 4,PH4,151.21815,-34.11758,2004-01-20 00:00:00,,,Z
NRS,PH420050706,Port Hacking 4,PH4,151.21815,-34.11758,2005-07-06 00:00:00,,,Z
NRS,PH420070723,Port Hacking 4,PH4,151.21815,-34.11758,2007-07-23 00:00:00,,,Z
NRS,PH420080318,Port Hacking 4,PH4,151.21815,-34.11758,2008-03-18 00:00:00,,,Z
NRS,PH420090119,Port Hacking 4,PH4,151.21815,-34.11758,2009-01-20 09:00:00,,,Z
NRS,PHB20101110,Port Hacking,PHB,151.22667,-34.11923,2010-11-11 09:10:00,10.41799,16,PZ
NRS,PHB20110517,Port Hacking,PHB,151.22667,-34.11923,2011-05-18 09:25:00,0.19449,14.5,PZ
NRS,PHB20110829,Port Hacking,PHB,151.22667,-34.11923,2011-08-29 10:03:00,3.56814,26,PZ
NRS,PHB20121120,Port Hacking,PHB,151.22667,-34.11923,2012-11-21 09:30:00,31.17617,12,PZ
NRS,PHB20130422,Port Hacking,PHB,151.22667,-34.11923,2013-04-23 09:32:00,1.26246,17,PZ
NRS,PHB20140612,Port Hacking,PHB,151.22667,-34.11923,2014-06-13 09:20:00,11.32329,15,PZ
NRS,PHB20150723,Port Hacking,PHB,151.22667,-34.11923,2015-07-23 10:07:00,3.64096,16.5,FPZ
NRS,PHB20150819,Port Hacking,PHB,151.22667,-34.11923,2015-08-19 10:03:00,4.91194,16.5,FPZ
NRS,PHB20160615,Port Hacking,PHB,151.22667,-34.11923,2016-06-15 11:06:00,3.7591,17,FPZ
NRS,PHB20161030,Port Hacking,PHB,151.22667,-34.11923,2016-10-31 09:35:00,8.91152,14,FPZ
NRS,PHB20171211,Port Hacking,PHB,151.22667,-34.11923,2017-12-12 08:54:00,23.96916,19,FPZ
NRS,PHB20191216,Port Hacking,PHB,151.22667,-34.11923,2019-12-17 09:02:00,4.95791,11,PZ
NRS,PHB20180626,Port Hacking,PHB,151.22667,-34.11923,2018-06-27 09:41:00,,16,FP
NRS,PHB20180528,Port Hacking,PHB,151.22667,-34.11923,2018-05-29 09:50:00,17.22186,13.5,PZ
NRS,PHB20140211,Port Hacking,PHB,151.22667,-34.11923,2014-02-12 09:57:00,4.54063,12,PZ
NRS,PHB20180905,Port Hacking,PHB,151.22667,-34.11923,2018-09-05 10:50:00,50.6825,10,FPZ
NRS,ROT20131017,Rottnest Island,ROT,115.41667,-32,2013-10-17 08:00:00,9.29658,13,PZ
NRS,ROT20140227,Rottnest Island,ROT,115.41667,-32,2014-02-27 12:39:00,22.25522,21,PZ
NRS,ROT20151022,Rottnest Island,ROT,115.41667,-32,2015-10-22 09:36:00,5.96458,17,PZ
NRS,ROT20161114,Rottnest Island,ROT,115.41667,-32,2016-11-14 09:45:00,13.05294,17.5,FPZ
NRS,ROT20170523,Rottnest Island,ROT,115.41667,-32,2017-05-23 09:53:00,10.49893,13,FPZ
NRS,ROT20191218,Rottnest Island,ROT,115.41667,-32,2019-12-18 09:15:00,17.38296,26,PZ
NRS,ROT20110527,Rottnest Island,ROT,115.41667,-32,2011-05-27 09:35:00,13.94095,13.5,PZ
NRS,ROT20111122,Rottnest Island,ROT,115.41667,-32,2011-11-22 15:08:00,9.37517,21.5,PZ
NRS,ROT20120824,Rottnest Island,ROT,115.41667,-32,2012-08-24 11:06:00,8.55003,18,PZ
NRS,ROT20140902,Rottnest Island,ROT,115.41667,-32,2014-09-02 11:55:00,11.26906,12,PZ
NRS,ROT20170331,Rottnest Island,ROT,115.41667,-32,2017-03-31 10:24:00,9.1237,16,FPZ
NRS,YON20121026,Yongala,YON,147.61842,-19.30847,2012-10-26 11:20:00,19.31373,20,PZ
NRS,YON20150825,Yongala,YON,147.61842,-19.30847,2015-08-25 10:45:00,6.80061,16,PZ
NRS,YON20160321,Yongala,YON,147.61842,-19.30847,2016-03-21 10:31:00,16.68356,12,PZ
NRS,YON20170426,Yongala,YON,147.61842,-19.30847,2017-04-26 10:20:00,29.87481,13,PZ
NRS,YON20190213,Yongala,YON,147.61842,-19.30847,2019-02-13 10:26:00,15.33347,5,PZ
NRS,YON20190917,Yongala,YON,147.61842,-19.30847,2019-09-17 10:10:00,8.16889,17,PZ
NRS,YON20210209,Yongala,YON,147.61842,-19.30847,2021-02-09 11:46:00,,17,PZ
NRS,YON20190124,Yongala,YON,147.61842,-19.30847,2019-01-24 11:12:00,8.04865,,PZ
NRS,YON20190808,Yongala,YON,147.61842,-19.30847,2019-08-08 10:04:00,16.7091,21,PZ
NRS,YON20100413,Yongala,YON,147.61842,-19.30847,2010-04-13 14:14:00,27.09363,13,PZ
NRS,YON20101208,Yongala,YON,147.61842,-19.30847,2010-12-08 10:45:00,9.08561,17.5,PZ
NRS,YON20110323,Yongala,YON,147.61842,-19.30847,2011-03-23 10:49:00,19.34093,5.5,PZ
NRS,YON20110527,Yongala,YON,147.61842,-19.30847,2011-05-27 10:50:00,14.4581,13,PZ
NRS,YON20210127,Yongala,YON,147.61842,-19.30847,2021-01-27 10:46:00,,17,P
NRS,YON20140501,Yongala,YON,147.61842,-19.30847,2014-05-01 11:25:00,18.40245,16,PZ
NRS,YON20160215,Yongala,YON,147.61842,-19.30847,2016-02-15 10:18:00,32.2757,19,PZ
NRS,YON20161012,Yongala,YON,147.61842,-19.30847,2016-10-12 10:26:00,14.40369,17,PZ
NRS,YON20170528,Yongala,YON,147.61842,-19.30847,2017-05-29 08:11:00,17.97864,13,PZ
NRS,YON20141209,Yongala,YON,147.61842,-19.30847,2014-12-09 10:04:00,6.92302,18,PZ
NRS,YON20200802,Yongala,YON,147.61842,-19.30847,2020-08-03 09:15:00,2.99226,13,PZ
NRS,YON20151027,Yongala,YON,147.61842,-19.30847,2015-10-27 10:10:00,7.42626,12,PZ
NRS,YON20140624,Yongala,YON,147.61842,-19.30847,2014-06-24 10:53:00,1.27851,16,PZ
NRS,YON20140717,Yongala,YON,147.61842,-19.30847,2014-07-17 10:28:00,2.40061,16,PZ
NWS,NWS_2.3,North West Shelf,NWS,120.6191,-18.1717,2015-01-19 23:55:02,,,P
NWS,NWS_13.1,North West Shelf,NWS,120.6191,-18.1717,2015-01-23 10:00:00,,,P
NWS,NWS_13.2,North West Shelf,NWS,120.6191,-18.1717,2015-01-23 10:00:01,,,P
NWS,NWS_15.3,North West Shelf,NWS,120.6191,-18.1717,2015-01-24 01:34:02,,,P
IIOE,IIOE20190524,International Indian Ocean Expedition,IIOE,110,-29,2019-05-24 16:28:00,,,PZ
IIOE,IIOE20190605,International Indian Ocean Expedition,IIOE,110,-11.499,2019-06-05 16:26:00,,,PZ
NRS Ichthyoplankton,NSF20170424,North Stradbroke Ichthyo 30m,NSF,153.5802,-27.3889,2017-04-24 11:00:00,,,F
NRS Ichthyoplankton,NSF20170627,North Stradbroke Ichthyo 30m,NSF,153.5802,-27.3889,2017-06-27 10:20:00,,,F
NRS Ichthyoplankton,NSF20170717,North Stradbroke Ichthyo 30m,NSF,153.5802,-27.3889,2017-07-17 11:05:00,,,F
NRS Ichthyoplankton,NSF20170829,North Stradbroke Ichthyo 30m,NSF,153.5802,-27.3889,2017-08-29 11:50:00,,,F
NRS Ichthyoplankton,NSF20180320,North Stradbroke Ichthyo 30m,NSF,153.5802,-27.3889,2018-03-20 10:40:00,,,F
NRS Ichthyoplankton,NSF20180417,North Stradbroke Ichthyo 30m,NSF,153.5802,-27.3889,2018-04-17 10:15:00,,,F
NRS Ichthyoplankton,NSF20180718,North Stradbroke Ichthyo 30m,NSF,153.5802,-27.3889,2018-07-18 10:20:00,,,F
NRS Ichthyoplankton,NSF20180817,North Stradbroke Ichthyo 30m,NSF,153.5802,-27.3889,2018-08-17 10:20:00,,,F
NRS Ichthyoplankton,NSF20181023,North Stradbroke Ichthyo 30m,NSF,153.5802,-27.3889,2018-10-23 10:30:00,,,F
NRS Ichthyoplankton,NSF20190416,North Stradbroke Ichthyo 30m,NSF,153.5802,-27.3889,2019-04-16 10:10:00,,,F
NRS Ichthyoplankton,PHA20170321,Port Hacking A,PHA,151.21667,-34.08333,2017-03-22 09:21:00,,,F
NRS Ichthyoplankton,PHA20171024,Port Hacking A,PHA,151.21667,-34.08333,2017-10-25 09:01:00,,,F
NRS Ichthyoplankton,PHA20190522,Port Hacking A,PHA,151.21667,-34.08333,2019-05-23 08:50:00,,,F
NRS Ichthyoplankton,ROF20191104,Rottnest Island Ichthyo 34m,ROF,115.48333,-31.96666,2019-11-04 09:25:00,,,F
NRS,DAR20121209_0300,Darwin,DAR,130.76805,-12.4,2012-12-09 12:30:00,12.86546,5,PZ
NRS,DAR20150203_0330,Darwin,DAR,130.76805,-12.4,2015-02-03 13:00:00,26.79564,3,Z
NRS,DAR20180209_0630,Darwin,DAR,130.76805,-12.4,2018-02-09 16:00:00,33.61363,3,PZ
NRS,DAR20180731_0030,Darwin,DAR,130.76805,-12.4,2018-07-31 10:00:00,196.47782,1.75,PZ
NRS,DAR20130617_1830,Darwin,DAR,130.76805,-12.4,2013-06-18 04:00:00,19.49395,,PZ
NRS,DAR20150316,Darwin,DAR,130.76805,-12.4,2015-03-17 08:35:00,36.84401,4,PZ
NRS,DAR20160202_0330,Darwin,DAR,130.76805,-12.4,2016-02-02 13:00:00,60.30352,1.5,PZ
NRS,DAR20160724_0730,Darwin,DAR,130.76805,-12.4,2016-07-24 17:00:00,31.06065,2.5,PZ
NRS,DAR20170203_0030,Darwin,DAR,130.76805,-12.4,2017-02-03 10:00:00,64.59674,2.5,PZ
NRS,DAR20140117_2130,Darwin,DAR,130.76805,-12.4,2014-01-18 07:00:00,36.83664,0.5,Z
NRS,DAR20210428_0630,Darwin,DAR,130.76805,-12.4,2021-04-28 16:00:00,,1.75,PZ
NRS,DAR20140906_0630,Darwin,DAR,130.76805,-12.4,2014-09-06 16:00:00,32.76988,5,Z
NRS,DAR20140118_0030,Darwin,DAR,130.76805,-12.4,2014-01-18 10:00:00,606.52675,0.5,Z
NRS,DAR20150804_0130,Darwin,DAR,130.76805,-12.4,2015-08-04 11:00:00,56.86027,1.5,Z
NRS,ESP20100322,Esperance,ESP,121.85,-33.93333,2010-03-22 09:40:00,12.27495,10.5,PZ
NRS,KAI20150909,Kangaroo Island,KAI,136.44733,-35.83217,2015-09-09 12:50:00,15.80734,,FPZ
NRS,KAI20210505,Kangaroo Island,KAI,136.44733,-35.83217,2021-05-06 07:25:00,,,PZ
NRS,KAI20180820,Kangaroo Island,KAI,136.44733,-35.83217,2018-08-21 08:00:00,21.02694,,FPZ
NRS,KAI20090601,Kangaroo Island,KAI,136.44733,-35.83217,2009-06-02 08:00:00,,13.2,P
NRS,KAI20110123,Kangaroo Island,KAI,136.44733,-35.83217,2011-01-24 07:40:00,,,P
NRS,KAI20150224,Kangaroo Island,KAI,136.44733,-35.83217,2015-02-25 08:55:00,9.69304,,FPZ
NRS,KAI20090114,Kangaroo Island,KAI,136.44733,-35.83217,2009-01-15 08:00:00,,13.5,P
NRS,KAI20091115,Kangaroo Island,KAI,136.44733,-35.83217,2009-11-16 08:30:00,3.18268,,PZ
NRS,KAI20100315,Kangaroo Island,KAI,136.44733,-35.83217,2010-03-16 06:00:00,,,P
NRS,KAI20160525,Kangaroo Island,KAI,136.44733,-35.83217,2016-05-26 07:35:00,7.49427,11.5,PZ
NRS,KAI20141029,Kangaroo Island,KAI,136.44733,-35.83217,2014-10-29 11:00:00,5.21253,,FPZ
NRS,MAI20100615,Maria Island,MAI,148.23333,-42.59667,2010-06-15 11:10:00,2.14389,21,PZ
NRS,MAI20101027,Maria Island,MAI,148.23333,-42.59667,2010-10-27 12:50:00,13.44684,13,PZ
NRS,MAI20170601,Maria Island,MAI,148.23333,-42.59667,2017-06-02 09:00:00,11.73114,17,FPZ
NRS,MAI20190624,Maria Island,MAI,148.23333,-42.59667,2019-06-24 10:10:00,24.32986,19,FPZ
NRS,MAI20200526,Maria Island,MAI,148.23333,-42.59667,2020-05-26 10:10:00,8.75592,19,PZ
NRS,MAI20210106,Maria Island,MAI,148.23333,-42.59667,2021-01-07 09:54:00,9.68008,14,PZ
NRS,MAI20210329,Maria Island,MAI,148.23333,-42.59667,2021-03-30 10:17:00,,14,PZ
NRS,MAI20160428,Maria Island,MAI,148.23333,-42.59667,2016-04-28 10:47:00,13.58417,12,FPZ
NRS,MAI20171217,Maria Island,MAI,148.23333,-42.59667,2017-12-18 09:40:00,13.98024,14.5,FPZ
NRS,MAI20130807,Maria Island,MAI,148.23333,-42.59667,2013-08-07 11:30:00,2.81431,18,PZ
NRS,MAI20110407,Maria Island,MAI,148.23333,-42.59667,2011-04-07 10:30:00,4.26568,17,PZ
NRS,MAI20110725,Maria Island,MAI,148.23333,-42.59667,2011-07-25 12:15:00,0.25638,13,PZ
NRS,MAI20120524,Maria Island,MAI,148.23333,-42.59667,2012-05-24 11:30:00,31.38482,16,Z
NRS,MAI20131217,Maria Island,MAI,148.23333,-42.59667,2013-12-17 11:05:00,19.56467,16,PZ
NRS,MAI20101214,Maria Island,MAI,148.23333,-42.59667,2010-12-14 11:05:00,26.42513,11,PZ
NRS,MAI20141127,Maria Island,MAI,148.23333,-42.59667,2014-11-28 09:30:00,11.00502,24,FPZ
NRS,MAI20180301,Maria Island,MAI,148.23333,-42.59667,2018-03-02 09:30:00,28.73376,15,FPZ
NRS,MAI20191015,Maria Island,MAI,148.23333,-42.59667,2019-10-16 09:40:00,32.86418,17,PZ
NRS,MAI20090907,Maria Island,MAI,148.23333,-42.59667,2009-09-07 11:25:00,0.50834,17,PZ
NRS,MAI20180605,Maria Island,MAI,148.23333,-42.59667,2018-06-06 09:30:00,17.10634,19,PZ
NRS,NIN20121107,Ningaloo,NIN,113.779,-21.99,2012-11-07 12:00:00,8.19011,14.5,PZ
NRS,NSI20091006,North Stradbroke,NSI,153.562,-27.345,2009-10-07 09:07:00,38.4237,17,PZ
NRS,NSI20110623,North Stradbroke,NSI,153.562,-27.345,2011-06-23 10:25:00,6.53897,17,PZ
NRS,NSI20120511,North Stradbroke,NSI,153.562,-27.345,2012-05-11 10:05:00,12.21637,16,PZ
NRS,NSI20120620,North Stradbroke,NSI,153.562,-27.345,2012-06-20 10:20:00,7.7156,12,PZ
NRS,NSI20131212,North Stradbroke,NSI,153.562,-27.345,2013-12-12 10:20:00,11.07831,9,PZ
NRS,NSI20150512,North Stradbroke,NSI,153.562,-27.345,2015-05-12 10:15:00,9.68951,21,FPZ
NRS,NSI20190118,North Stradbroke,NSI,153.562,-27.345,2019-01-18 10:40:00,15.28396,24,FPZ
NRS,NSI20190618,North Stradbroke,NSI,153.562,-27.345,2019-06-18 10:00:00,5.00871,17.5,FPZ
NRS,NSI20190723,North Stradbroke,NSI,153.562,-27.345,2019-07-23 10:20:00,12.10063,17,FPZ
NRS,NSI20190821,North Stradbroke,NSI,153.562,-27.345,2019-08-21 10:40:00,10.04314,16,FPZ
NRS,NSI20200817,North Stradbroke,NSI,153.562,-27.345,2020-08-18 09:50:00,12.16493,21.5,PZ
NRS,NSI20201022,North Stradbroke,NSI,153.562,-27.345,2020-10-22 10:05:00,7.16908,14,PZ
NRS,NSI20090527,North Stradbroke,NSI,153.562,-27.345,2009-05-27 12:03:00,11.05903,4,Z
NRS,NSI20100711,North Stradbroke,NSI,153.562,-27.345,2010-07-12 08:45:00,18.41457,18,PZ
NRS,NSI20110220,North Stradbroke,NSI,153.562,-27.345,2011-02-21 09:40:00,7.1305,23,PZ
NRS,NSI20111220,North Stradbroke,NSI,153.562,-27.345,2011-12-21 09:15:00,6.10818,18,PZ
NRS,NSI20140623,North Stradbroke,NSI,153.562,-27.345,2014-06-23 10:20:00,10.12672,18,PZ
NRS,NSI20120912,North Stradbroke,NSI,153.562,-27.345,2012-09-12 10:20:00,19.01896,21,PZ
NRS,PH420020219,Port Hacking 4,PH4,151.21815,-34.11758,2002-02-19 00:00:00,,,Z
NRS,PH420020625,Port Hacking 4,PH4,151.21815,-34.11758,2002-06-25 00:00:00,,,Z
NRS,PH420030630,Port Hacking 4,PH4,151.21815,-34.11758,2003-06-30 00:00:00,,,Z
NRS,PH420030721,Port Hacking 4,PH4,151.21815,-34.11758,2003-07-21 00:00:00,,,Z
NRS,PH420030818,Port Hacking 4,PH4,151.21815,-34.11758,2003-08-18 00:00:00,,,Z
NRS,PH420040211,Port Hacking 4,PH4,151.21815,-34.11758,2004-02-11 00:00:00,,,Z
NRS,PH420041222,Port Hacking 4,PH4,151.21815,-34.11758,2004-12-22 00:00:00,,,Z
NRS,PH420060130,Port Hacking 4,PH4,151.21815,-34.11758,2006-01-30 00:00:00,,,Z
NRS,PH420060724,Port Hacking 4,PH4,151.21815,-34.11758,2006-07-24 00:00:00,,,Z
NRS,PH420070115,Port Hacking 4,PH4,151.21815,-34.11758,2007-01-15 00:00:00,,,Z
NRS,PH420070516,Port Hacking 4,PH4,151.21815,-34.11758,2007-05-16 00:00:00,,,Z
NRS,PH420070703,Port Hacking 4,PH4,151.21815,-34.11758,2007-07-03 00:00:00,,,Z
NRS,PH420070924,Port Hacking 4,PH4,151.21815,-34.11758,2007-09-24 00:00:00,,,Z
NRS,PH420080825,Port Hacking 4,PH4,151.21815,-34.11758,2008-08-25 00:00:00,,,Z
NRS,PH420081202,Port Hacking 4,PH4,151.21815,-34.11758,2008-12-02 00:00:00,,,Z
NRS,PHB20090223,Port Hacking,PHB,151.22667,-34.11923,2009-02-24 09:27:00,140.08416,17.75,PZ
NRS,PHB20091011,Port Hacking,PHB,151.22667,-34.11923,2009-10-12 09:28:00,93.34464,14,PZZ
NRS,PHB20100119,Port Hacking,PHB,151.22667,-34.11923,2010-01-20 09:20:00,63.7881,15,PZ
NRS,PHB20100702,Port Hacking,PHB,151.22667,-34.11923,2010-07-02 11:35:00,56.22745,13.5,PZ
NRS,PHB20110914,Port Hacking,PHB,151.22667,-34.11923,2011-09-15 09:43:00,1.45696,15,PZ
NRS,PHB20170821,Port Hacking,PHB,151.22667,-34.11923,2017-08-22 09:50:00,13.63604,21,FPZ
NRS,PHB20180927,Port Hacking,PHB,151.22667,-34.11923,2018-09-27 10:43:00,12.41601,10,FPZ
NRS,PHB20181218,Port Hacking,PHB,151.22667,-34.11923,2018-12-19 09:40:00,9.88754,9,FPZ
NRS,PHB20190227,Port Hacking,PHB,151.22667,-34.11923,2019-02-28 10:35:00,5.66579,22,FPZ
NRS,PHB20200922,Port Hacking,PHB,151.22667,-34.11923,2020-09-23 09:19:00,9.45423,11,PZ
NRS,PHB20141112,Port Hacking,PHB,151.22667,-34.11923,2014-11-13 09:36:00,5.67246,16,PZ
NRS,PHB20170614,Port Hacking,PHB,151.22667,-34.11923,2017-06-15 08:52:00,6.09307,16,PZ
NRS,PHB20131202,Port Hacking,PHB,151.22667,-34.11923,2013-12-03 09:30:00,3.12964,18,PZ
NRS,PHB20131020,Port Hacking,PHB,151.22667,-34.11923,2013-10-21 09:36:00,4.60782,15,PZ
NRS,ROT20161214,Rottnest Island,ROT,115.41667,-32,2016-12-14 09:35:00,9.66122,26,FPZ
NRS,ROT20191011,Rottnest Island,ROT,115.41667,-32,2019-10-11 10:07:00,53.99073,19,FPZ
NRS,ROT20201127,Rottnest Island,ROT,115.41667,-32,2020-11-27 09:05:00,6.66595,22.5,PZ
NRS,ROT20110224,Rottnest Island,ROT,115.41667,-32,2011-02-24 09:35:00,7.39483,18,PZ
NRS,ROT20110725,Rottnest Island,ROT,115.41667,-32,2011-07-25 10:20:00,14.71108,14,PZ
NRS,ROT20150224,Rottnest Island,ROT,115.41667,-32,2015-02-24 10:17:00,12.77003,21,PZ
NRS,ROT20181024,Rottnest Island,ROT,115.41667,-32,2018-10-24 09:18:00,13.39085,20,FPZ
NRS,ROT20200710,Rottnest Island,ROT,115.41667,-32,2020-07-10 10:25:00,25.40844,13,PZ
NRS,ROT20150319,Rottnest Island,ROT,115.41667,-32,2015-03-19 11:47:00,7.34768,20,PZ
NRS,ROT20201106,Rottnest Island,ROT,115.41667,-32,2020-11-06 10:06:00,26.88485,16,PZ
NRS,ROT20210121,Rottnest Island,ROT,115.41667,-32,2021-01-21 10:04:00,27.26108,15,PZ
NRS,ROT20130125,Rottnest Island,ROT,115.41667,-32,2013-01-25 10:10:00,25.53221,14,PZ
NRS,ROT20200128,Rottnest Island,ROT,115.41667,-32,2020-01-28 09:39:00,9.95669,16.5,PZ
NRS,ROT20190125,Rottnest Island,ROT,115.41667,-32,2019-01-25 09:35:00,9.48519,19,FPZ
NRS,YON20120402,Yongala,YON,147.61842,-19.30847,2012-04-02 10:44:00,28.03212,14,PZ
NRS,YON20120424,Yongala,YON,147.61842,-19.30847,2012-04-24 10:50:00,24.04696,17,PZ
NRS,YON20130131,Yongala,YON,147.61842,-19.30847,2013-01-31 10:15:00,80.53284,15,PZ
